Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Unemployment rate,Inflation rate,GDP,Target_status
37,37,9,10,13.9,-0.3,0.79,1
37,37,9,9,10.8,1.4,1.74,3
37,37,9,1,15.5,2.8,-4.06,3
38,37,8,7,12.4,0.5,1.79,1
37,37,9,9,10.8,1.4,1.74,1
5,1,2,5,13.9,-0.3,0.79,3
37,37,90,90,12.7,3.7,-1.7,1
1,1,9,9,10.8,1.4,1.74,1
1,1,1,6,13.9,-0.3,0.79,1
3,19,2,5,15.5,2.8,-4.06,2
19,37,9,9,16.2,0.3,-0.92,1
38,37,4,4,7.6,2.6,0.32,2
19,38,9,9,7.6,2.6,0.32,3
1,19,4,7,12.4,0.5,1.79,2
19,19,9,4,9.4,-0.8,-3.12,1
3,3,2,2,7.6,2.6,0.32,3
19,19,5,5,12.4,0.5,1.79,2
37,38,5,5,10.8,1.4,1.74,2
1,38,9,6,8.9,1.4,3.51,2
37,37,9,5,15.5,2.8,-4.06,2
37,37,9,9,15.5,2.8,-4.06,1
19,19,90,99,12.7,3.7,-1.7,1
19,1,9,7,12.4,0.5,1.79,1
19,38,5,6,9.4,-0.8,-3.12,3
1,38,2,8,8.9,1.4,3.51,2
1,1,4,4,9.4,-0.8,-3.12,3
1,1,9,6,8.9,1.4,3.51,3
1,1,4,4,12.4,0.5,1.79,1
37,37,8,7,13.9,-0.3,0.79,2
1,19,9,9,16.2,0.3,-0.92,2
37,37,0,0,7.6,2.6,0.32,2
19,37,9,9,10.8,1.4,1.74,2
37,1,9,10,9.4,-0.8,-3.12,2
1,19,2,7,15.5,2.8,-4.06,1
37,37,9,9,16.2,0.3,-0.92,1
5,4,1,1,12.4,0.5,1.79,2
37,37,9,1,11.1,0.6,2.02,2
19,37,5,7,8.9,1.4,3.51,2
3,1,5,5,12.4,0.5,1.79,2
38,37,9,5,10.8,1.4,1.74,1
19,19,9,9,12.7,3.7,-1.7,2
19,19,4,9,12.7,3.7,-1.7,2
38,37,9,7,13.9,-0.3,0.79,2
19,38,9,7,9.4,-0.8,-3.12,2
19,38,9,7,15.5,2.8,-4.06,2
19,38,3,5,10.8,1.4,1.74,1
3,2,122,4,12.4,0.5,1.79,3
3,3,2,2,11.1,0.6,2.02,2
19,1,4,9,12.4,0.5,1.79,2
1,3,4,3,8.9,1.4,3.51,1
1,1,191,171,8.9,1.4,3.51,3
1,1,1,5,9.4,-0.8,-3.12,2
19,1,9,5,12.7,3.7,-1.7,2
19,39,5,4,13.9,-0.3,0.79,2
38,38,5,5,8.9,1.4,3.51,2
38,37,5,7,12.4,0.5,1.79,2
4,3,7,4,8.9,1.4,3.51,2
1,19,7,7,11.1,0.6,2.02,2
19,1,5,5,15.5,2.8,-4.06,1
1,19,9,5,15.5,2.8,-4.06,1
3,1,4,7,15.5,2.8,-4.06,2
1,1,9,7,12.4,0.5,1.79,1
19,19,7,7,11.1,0.6,2.02,2
3,38,2,6,12.4,0.5,1.79,2
19,38,4,8,10.8,1.4,1.74,2
1,1,4,7,16.2,0.3,-0.92,2
37,38,9,6,16.2,0.3,-0.92,2
38,37,3,5,9.4,-0.8,-3.12,2
2,19,2,6,8.9,1.4,3.51,3
38,38,8,7,12.4,0.5,1.79,2
3,1,1,5,12.7,3.7,-1.7,3
3,4,3,2,9.4,-0.8,-3.12,3
19,19,7,7,12.4,0.5,1.79,2
42,1,2,7,8.9,1.4,3.51,2
38,19,9,5,10.8,1.4,1.74,2
1,39,4,7,12.4,0.5,1.79,1
19,19,4,5,13.9,-0.3,0.79,1
1,1,9,9,15.5,2.8,-4.06,2
19,1,4,3,8.9,1.4,3.51,1
38,38,6,3,15.5,2.8,-4.06,3
3,1,2,8,12.4,0.5,1.79,2
19,19,9,5,10.8,1.4,1.74,2
19,37,7,7,9.4,-0.8,-3.12,2
19,19,9,9,9.4,-0.8,-3.12,2
1,2,5,3,13.9,-0.3,0.79,1
37,37,9,9,13.9,-0.3,0.79,2
3,3,4,4,12.7,3.7,-1.7,3
38,37,5,5,12.7,3.7,-1.7,2
34,34,0,0,7.6,2.6,0.32,1
19,38,194,175,8.9,1.4,3.51,3
19,37,5,8,7.6,2.6,0.32,3
1,1,2,3,11.1,0.6,2.02,2
3,3,2,2,12.4,0.5,1.79,3
38,19,141,171,13.9,-0.3,0.79,3
19,1,5,10,11.1,0.6,2.02,1
3,19,2,7,7.6,2.6,0.32,2
19,37,7,7,9.4,-0.8,-3.12,2
38,38,2,10,16.2,0.3,-0.92,1
38,1,2,4,9.4,-0.8,-3.12,3
37,37,5,5,10.8,1.4,1.74,2
19,19,9,6,11.1,0.6,2.02,2
38,1,5,4,12.4,0.5,1.79,2
19,1,9,8,15.5,2.8,-4.06,3
37,37,9,7,7.6,2.6,0.32,3
19,1,3,9,16.2,0.3,-0.92,2
19,37,9,7,9.4,-0.8,-3.12,2
38,38,9,9,11.1,0.6,2.02,2
1,1,4,10,12.7,3.7,-1.7,2
37,19,9,9,7.6,2.6,0.32,2
37,38,4,9,11.1,0.6,2.02,2
37,37,7,5,12.7,3.7,-1.7,2
37,37,9,9,16.2,0.3,-0.92,1
37,37,9,7,10.8,1.4,1.74,1
19,37,5,8,7.6,2.6,0.32,2
37,37,9,9,10.8,1.4,1.74,2
19,37,4,7,10.8,1.4,1.74,2
38,38,4,7,15.5,2.8,-4.06,1
38,37,9,5,7.6,2.6,0.32,2
19,37,9,8,12.7,3.7,-1.7,3
19,12,9,4,7.6,2.6,0.32,2
37,34,0,0,7.6,2.6,0.32,2
1,37,5,5,9.4,-0.8,-3.12,3
1,19,4,6,12.7,3.7,-1.7,3
37,37,9,10,12.7,3.7,-1.7,1
19,1,5,9,10.8,1.4,1.74,3
19,19,9,9,11.1,0.6,2.02,1
19,37,9,9,11.1,0.6,2.02,3
37,19,9,8,10.8,1.4,1.74,2
19,19,4,5,13.9,-0.3,0.79,1
19,19,7,7,9.4,-0.8,-3.12,3
19,37,5,9,16.2,0.3,-0.92,2
1,37,5,9,12.7,3.7,-1.7,1
19,38,9,9,13.9,-0.3,0.79,1
19,37,5,5,9.4,-0.8,-3.12,3
38,38,7,7,7.6,2.6,0.32,3
37,37,5,9,12.7,3.7,-1.7,1
1,1,4,9,7.6,2.6,0.32,3
38,19,5,8,12.4,0.5,1.79,2
38,37,9,8,9.4,-0.8,-3.12,1
37,37,7,5,9.4,-0.8,-3.12,1
37,37,192,192,9.4,-0.8,-3.12,2
37,37,5,5,12.7,3.7,-1.7,2
37,1,9,7,15.5,2.8,-4.06,1
38,38,5,5,9.4,-0.8,-3.12,2
37,37,9,9,9.4,-0.8,-3.12,1
1,38,5,8,13.9,-0.3,0.79,2
1,1,5,5,9.4,-0.8,-3.12,2
1,19,5,5,12.7,3.7,-1.7,2
1,38,4,9,16.2,0.3,-0.92,1
3,19,2,9,8.9,1.4,3.51,1
1,1,9,9,8.9,1.4,3.51,1
19,38,5,7,9.4,-0.8,-3.12,1
1,19,5,4,12.4,0.5,1.79,2
38,19,5,5,10.8,1.4,1.74,1
1,1,5,5,13.9,-0.3,0.79,2
3,2,2,2,9.4,-0.8,-3.12,3
1,37,9,9,12.4,0.5,1.79,2
19,37,134,193,8.9,1.4,3.51,2
37,37,9,8,10.8,1.4,1.74,1
1,37,3,9,12.7,3.7,-1.7,2
37,37,9,9,10.8,1.4,1.74,1
1,1,4,3,16.2,0.3,-0.92,2
1,19,4,4,7.6,2.6,0.32,3
1,19,7,7,15.5,2.8,-4.06,3
38,38,9,5,10.8,1.4,1.74,3
1,1,9,7,11.1,0.6,2.02,1
38,38,0,5,7.6,2.6,0.32,1
1,1,7,4,9.4,-0.8,-3.12,2
19,1,4,4,10.8,1.4,1.74,2
1,19,7,5,12.4,0.5,1.79,3
3,1,2,4,12.4,0.5,1.79,1
37,37,9,9,9.4,-0.8,-3.12,1
3,3,2,2,12.4,0.5,1.79,2
37,38,9,7,11.1,0.6,2.02,2
19,19,4,7,11.1,0.6,2.02,2
37,37,9,9,16.2,0.3,-0.92,1
38,38,9,9,13.9,-0.3,0.79,2
3,4,2,2,10.8,1.4,1.74,1
37,1,5,4,12.4,0.5,1.79,1
37,19,6,4,15.5,2.8,-4.06,2
1,37,7,7,11.1,0.6,2.02,1
3,39,3,7,12.4,0.5,1.79,3
38,38,9,5,16.2,0.3,-0.92,1
37,1,9,10,16.2,0.3,-0.92,1
19,38,9,8,10.8,1.4,1.74,1
3,1,2,8,12.4,0.5,1.79,3
3,19,2,10,15.5,2.8,-4.06,1
3,19,4,5,15.5,2.8,-4.06,2
37,37,5,7,9.4,-0.8,-3.12,1
3,38,2,1,10.8,1.4,1.74,2
37,37,9,9,12.7,3.7,-1.7,2
1,3,5,10,13.9,-0.3,0.79,2
1,19,9,9,7.6,2.6,0.32,3
38,37,5,5,12.7,3.7,-1.7,1
37,37,3,3,11.1,0.6,2.02,1
19,37,3,9,13.9,-0.3,0.79,1
37,37,9,7,9.4,-0.8,-3.12,2
1,19,3,5,16.2,0.3,-0.92,1
1,1,5,5,8.9,1.4,3.51,1
37,3,9,3,12.4,0.5,1.79,2
37,37,9,10,10.8,1.4,1.74,1
38,1,9,9,10.8,1.4,1.74,2
19,19,4,4,15.5,2.8,-4.06,1
37,38,9,7,10.8,1.4,1.74,3
37,38,9,9,11.1,0.6,2.02,1
19,19,5,5,12.4,0.5,1.79,3
38,38,1,4,10.8,1.4,1.74,2
19,1,9,8,15.5,2.8,-4.06,1
34,34,99,99,7.6,2.6,0.32,3
19,37,5,5,10.8,1.4,1.74,2
37,37,1,1,10.8,1.4,1.74,3
37,37,9,6,16.2,0.3,-0.92,1
37,37,9,9,9.4,-0.8,-3.12,2
38,1,134,134,8.9,1.4,3.51,3
37,38,175,103,8.9,1.4,3.51,2
34,34,0,0,7.6,2.6,0.32,2
38,38,7,8,16.2,0.3,-0.92,1
37,37,6,7,11.1,0.6,2.02,1
1,19,5,9,7.6,2.6,0.32,2
1,19,5,9,16.2,0.3,-0.92,1
1,38,141,192,8.9,1.4,3.51,3
19,38,9,8,8.9,1.4,3.51,3
19,19,90,90,12.7,3.7,-1.7,1
37,19,9,9,9.4,-0.8,-3.12,3
1,38,90,8,10.8,1.4,1.74,1
19,19,9,7,16.2,0.3,-0.92,1
1,4,9,10,16.2,0.3,-0.92,2
19,19,4,4,8.9,1.4,3.51,2
38,1,9,4,12.4,0.5,1.79,2
1,1,4,3,16.2,0.3,-0.92,2
1,2,144,123,12.4,0.5,1.79,3
19,19,3,1,15.5,2.8,-4.06,1
19,19,191,171,11.1,0.6,2.02,3
37,1,9,7,16.2,0.3,-0.92,1
37,37,9,9,12.7,3.7,-1.7,2
1,1,4,3,16.2,0.3,-0.92,1
3,1,2,2,12.4,0.5,1.79,1
38,19,7,3,9.4,-0.8,-3.12,1
1,38,1,9,15.5,2.8,-4.06,1
1,1,4,4,7.6,2.6,0.32,3
19,5,4,1,9.4,-0.8,-3.12,1
3,3,2,2,7.6,2.6,0.32,2
1,3,9,5,12.7,3.7,-1.7,1
3,1,9,6,10.8,1.4,1.74,2
19,3,9,2,12.7,3.7,-1.7,3
38,37,9,6,11.1,0.6,2.02,2
37,37,0,6,9.4,-0.8,-3.12,1
37,38,7,9,12.7,3.7,-1.7,1
3,3,3,4,13.9,-0.3,0.79,2
1,1,5,5,13.9,-0.3,0.79,1
38,38,9,9,11.1,0.6,2.02,2
19,38,9,9,10.8,1.4,1.74,3
1,1,9,4,11.1,0.6,2.02,2
1,1,3,4,10.8,1.4,1.74,2
3,1,1,4,12.4,0.5,1.79,2
1,38,9,8,8.9,1.4,3.51,2
2,3,2,2,12.7,3.7,-1.7,3
3,3,2,5,13.9,-0.3,0.79,3
19,1,9,3,13.9,-0.3,0.79,1
37,37,7,7,10.8,1.4,1.74,2
4,5,2,2,12.7,3.7,-1.7,3
19,19,9,9,16.2,0.3,-0.92,2
38,19,5,7,10.8,1.4,1.74,2
4,1,2,9,11.1,0.6,2.02,3
38,38,5,8,9.4,-0.8,-3.12,2
4,1,5,5,11.1,0.6,2.02,2
2,12,3,10,11.1,0.6,2.02,2
19,19,4,4,12.7,3.7,-1.7,3
1,19,4,10,12.7,3.7,-1.7,3
1,12,9,10,12.4,0.5,1.79,2
37,37,9,9,7.6,2.6,0.32,2
1,37,9,9,13.9,-0.3,0.79,2
3,1,2,4,15.5,2.8,-4.06,1
38,37,6,6,13.9,-0.3,0.79,2
37,1,9,9,10.8,1.4,1.74,2
19,38,9,9,10.8,1.4,1.74,2
34,34,0,0,7.6,2.6,0.32,2
37,37,4,4,10.8,1.4,1.74,2
1,1,3,3,11.1,0.6,2.02,2
19,19,4,7,13.9,-0.3,0.79,1
37,19,9,8,7.6,2.6,0.32,2
37,38,191,163,11.1,0.6,2.02,3
3,2,2,6,16.2,0.3,-0.92,1
37,37,9,9,12.7,3.7,-1.7,1
37,37,9,7,7.6,2.6,0.32,1
1,38,4,7,9.4,-0.8,-3.12,1
1,37,3,5,15.5,2.8,-4.06,2
19,37,6,8,12.4,0.5,1.79,1
38,38,9,7,10.8,1.4,1.74,2
38,38,9,7,8.9,1.4,3.51,1
37,37,5,5,15.5,2.8,-4.06,2
37,37,9,9,10.8,1.4,1.74,1
3,5,2,2,13.9,-0.3,0.79,1
38,19,3,5,15.5,2.8,-4.06,3
2,3,9,6,12.4,0.5,1.79,3
3,38,3,7,11.1,0.6,2.02,1
37,37,9,5,12.7,3.7,-1.7,3
37,37,5,5,7.6,2.6,0.32,3
9,9,90,90,7.6,2.6,0.32,2
37,37,9,9,10.8,1.4,1.74,3
1,1,4,4,9.4,-0.8,-3.12,2
37,37,7,7,12.7,3.7,-1.7,2
19,1,5,90,10.8,1.4,1.74,1
38,19,6,10,15.5,2.8,-4.06,2
1,19,9,8,15.5,2.8,-4.06,1
19,38,7,7,12.7,3.7,-1.7,2
37,37,9,9,9.4,-0.8,-3.12,2
19,37,3,8,9.4,-0.8,-3.12,3
1,1,4,4,9.4,-0.8,-3.12,2
12,1,5,10,12.4,0.5,1.79,3
38,37,9,5,10.8,1.4,1.74,2
19,37,9,9,12.7,3.7,-1.7,3
3,3,5,5,12.7,3.7,-1.7,3
1,37,4,9,15.5,2.8,-4.06,2
19,19,4,7,13.9,-0.3,0.79,2
38,38,5,7,16.2,0.3,-0.92,2
34,37,9,9,10.8,1.4,1.74,1
19,37,5,5,16.2,0.3,-0.92,3
37,37,9,7,10.8,1.4,1.74,3
37,37,5,7,13.9,-0.3,0.79,2
37,37,9,7,9.4,-0.8,-3.12,2
38,1,5,4,7.6,2.6,0.32,1
37,37,7,7,9.4,-0.8,-3.12,3
19,19,7,7,10.8,1.4,1.74,1
37,37,9,7,15.5,2.8,-4.06,1
19,37,5,7,9.4,-0.8,-3.12,1
38,19,9,3,11.1,0.6,2.02,2
37,37,7,7,12.7,3.7,-1.7,2
38,37,9,8,12.7,3.7,-1.7,2
37,37,9,9,7.6,2.6,0.32,3
37,37,9,3,13.9,-0.3,0.79,2
37,37,9,9,12.4,0.5,1.79,1
1,38,7,7,8.9,1.4,3.51,2
19,1,9,3,9.4,-0.8,-3.12,2
1,1,5,7,15.5,2.8,-4.06,1
3,19,3,8,12.4,0.5,1.79,2
3,1,2,4,12.4,0.5,1.79,1
19,37,4,7,13.9,-0.3,0.79,2
19,19,9,1,13.9,-0.3,0.79,2
19,19,9,9,12.4,0.5,1.79,2
19,19,9,9,12.4,0.5,1.79,2
37,19,9,7,9.4,-0.8,-3.12,2
12,12,5,7,11.1,0.6,2.02,3
1,38,9,9,12.4,0.5,1.79,2
1,19,131,181,12.4,0.5,1.79,3
38,37,9,9,12.7,3.7,-1.7,2
19,1,1,90,7.6,2.6,0.32,1
1,1,4,3,11.1,0.6,2.02,2
1,19,9,9,10.8,1.4,1.74,2
3,38,2,10,13.9,-0.3,0.79,2
37,38,9,5,15.5,2.8,-4.06,2
19,19,9,6,7.6,2.6,0.32,2
37,37,9,7,10.8,1.4,1.74,3
37,34,0,0,7.6,2.6,0.32,2
19,1,5,5,16.2,0.3,-0.92,3
1,1,3,6,12.7,3.7,-1.7,2
5,3,2,3,12.7,3.7,-1.7,1
1,38,4,9,13.9,-0.3,0.79,2
1,1,4,4,12.4,0.5,1.79,3
3,19,4,8,13.9,-0.3,0.79,3
19,19,4,4,8.9,1.4,3.51,1
1,19,4,7,8.9,1.4,3.51,2
37,37,9,6,16.2,0.3,-0.92,2
3,4,2,2,7.6,2.6,0.32,3
3,1,9,9,12.7,3.7,-1.7,1
19,38,3,10,8.9,1.4,3.51,2
1,1,4,7,11.1,0.6,2.02,3
3,3,2,2,11.1,0.6,2.02,3
37,37,9,9,7.6,2.6,0.32,3
19,19,7,7,13.9,-0.3,0.79,2
19,37,7,10,7.6,2.6,0.32,2
34,34,0,0,7.6,2.6,0.32,1
37,37,9,8,9.4,-0.8,-3.12,3
37,37,9,5,15.5,2.8,-4.06,1
38,19,4,9,8.9,1.4,3.51,2
37,37,6,6,11.1,0.6,2.02,3
37,37,9,6,15.5,2.8,-4.06,2
3,1,2,5,13.9,-0.3,0.79,2
37,37,9,9,12.7,3.7,-1.7,1
37,37,9,9,12.7,3.7,-1.7,3
38,38,9,6,12.4,0.5,1.79,2
34,34,99,99,11.1,0.6,2.02,1
37,37,9,6,15.5,2.8,-4.06,1
37,37,9,9,15.5,2.8,-4.06,1
3,3,4,2,13.9,-0.3,0.79,2
1,1,4,4,8.9,1.4,3.51,1
1,37,4,5,8.9,1.4,3.51,2
1,1,144,144,8.9,1.4,3.51,2
1,1,5,3,13.9,-0.3,0.79,2
19,19,9,10,11.1,0.6,2.02,1
1,1,9,9,11.1,0.6,2.02,1
1,3,3,3,11.1,0.6,2.02,2
1,1,4,3,13.9,-0.3,0.79,1
2,1,4,4,12.7,3.7,-1.7,2
34,34,0,0,7.6,2.6,0.32,3
37,37,9,9,13.9,-0.3,0.79,2
3,3,2,2,7.6,2.6,0.32,2
37,37,9,9,10.8,1.4,1.74,2
37,37,6,6,12.4,0.5,1.79,2
1,1,5,5,7.6,2.6,0.32,1
37,37,9,9,7.6,2.6,0.32,2
3,19,90,90,10.8,1.4,1.74,1
37,37,9,9,13.9,-0.3,0.79,2
37,37,9,10,9.4,-0.8,-3.12,3
37,37,9,9,7.6,2.6,0.32,2
3,3,2,2,11.1,0.6,2.02,2
37,37,9,6,10.8,1.4,1.74,1
38,37,5,6,7.6,2.6,0.32,3
37,37,4,9,10.8,1.4,1.74,2
37,34,90,90,7.6,2.6,0.32,1
1,37,9,10,8.9,1.4,3.51,3
3,3,4,4,12.4,0.5,1.79,1
37,37,9,7,13.9,-0.3,0.79,3
37,37,4,7,12.7,3.7,-1.7,1
38,37,5,7,16.2,0.3,-0.92,1
37,37,9,7,12.4,0.5,1.79,2
19,19,5,5,9.4,-0.8,-3.12,3
37,37,9,9,12.4,0.5,1.79,1
37,37,9,9,8.9,1.4,3.51,2
37,37,6,6,15.5,2.8,-4.06,2
37,37,5,7,12.7,3.7,-1.7,2
37,37,9,9,7.6,2.6,0.32,2
19,37,9,9,15.5,2.8,-4.06,2
37,37,9,7,16.2,0.3,-0.92,2
38,19,9,6,8.9,1.4,3.51,2
34,34,0,0,7.6,2.6,0.32,2
3,1,3,9,12.4,0.5,1.79,1
1,19,4,7,8.9,1.4,3.51,2
34,34,0,0,9.4,-0.8,-3.12,1
38,37,9,9,7.6,2.6,0.32,2
37,37,9,9,10.8,1.4,1.74,2
37,37,6,6,13.9,-0.3,0.79,3
3,3,2,2,13.9,-0.3,0.79,2
3,19,3,8,12.7,3.7,-1.7,2
2,1,3,3,9.4,-0.8,-3.12,2
37,37,9,8,9.4,-0.8,-3.12,3
19,19,4,4,9.4,-0.8,-3.12,1
38,38,9,9,12.7,3.7,-1.7,2
1,1,3,3,8.9,1.4,3.51,2
37,37,9,7,16.2,0.3,-0.92,1
3,1,2,3,10.8,1.4,1.74,2
37,38,7,5,10.8,1.4,1.74,2
1,37,4,9,7.6,2.6,0.32,2
37,37,90,90,7.6,2.6,0.32,2
1,19,3,9,12.4,0.5,1.79,1
1,1,3,3,13.9,-0.3,0.79,1
19,19,4,4,9.4,-0.8,-3.12,2
34,34,99,99,7.6,2.6,0.32,1
22,30,0,8,7.6,2.6,0.32,2
37,37,9,9,9.4,-0.8,-3.12,1
37,37,9,9,10.8,1.4,1.74,3
37,37,9,9,16.2,0.3,-0.92,2
38,38,7,7,11.1,0.6,2.02,2
37,37,9,9,9.4,-0.8,-3.12,1
19,1,9,9,8.9,1.4,3.51,1
19,19,4,7,12.4,0.5,1.79,2
19,37,4,5,12.7,3.7,-1.7,3
37,37,4,4,15.5,2.8,-4.06,1
34,34,0,0,7.6,2.6,0.32,1
19,37,6,6,12.7,3.7,-1.7,2
37,37,9,7,16.2,0.3,-0.92,2
1,3,4,6,12.4,0.5,1.79,2
19,37,9,7,7.6,2.6,0.32,2
37,37,9,3,9.4,-0.8,-3.12,1
1,1,4,4,9.4,-0.8,-3.12,3
37,34,90,90,7.6,2.6,0.32,1
6,6,0,4,10.8,1.4,1.74,1
37,37,6,6,12.7,3.7,-1.7,1
19,19,9,9,12.7,3.7,-1.7,2
34,34,0,0,7.6,2.6,0.32,1
34,34,90,90,7.6,2.6,0.32,1
29,10,6,6,10.8,1.4,1.74,1
34,34,0,0,9.4,-0.8,-3.12,1
37,37,9,3,7.6,2.6,0.32,3
37,37,6,5,12.7,3.7,-1.7,1
37,37,9,9,9.4,-0.8,-3.12,2
1,3,9,2,12.4,0.5,1.79,3
40,1,2,4,8.9,1.4,3.51,2
19,19,9,1,15.5,2.8,-4.06,2
4,3,2,3,12.4,0.5,1.79,2
37,19,9,5,11.1,0.6,2.02,1
3,37,2,7,12.4,0.5,1.79,1
4,1,3,10,11.1,0.6,2.02,2
1,19,5,5,7.6,2.6,0.32,2
3,3,4,2,12.4,0.5,1.79,1
19,38,5,5,13.9,-0.3,0.79,2
1,1,4,8,8.9,1.4,3.51,2
37,37,9,9,9.4,-0.8,-3.12,3
37,37,9,9,16.2,0.3,-0.92,1
37,37,9,9,12.7,3.7,-1.7,2
37,37,9,9,7.6,2.6,0.32,2
37,37,9,5,16.2,0.3,-0.92,1
37,37,9,9,13.9,-0.3,0.79,2
37,19,3,7,7.6,2.6,0.32,1
2,2,2,2,10.8,1.4,1.74,2
1,1,9,1,10.8,1.4,1.74,2
19,37,9,9,10.8,1.4,1.74,2
1,1,3,4,9.4,-0.8,-3.12,1
1,3,4,9,9.4,-0.8,-3.12,2
19,19,9,9,13.9,-0.3,0.79,1
1,3,7,3,8.9,1.4,3.51,2
3,3,3,3,13.9,-0.3,0.79,2
4,1,2,1,9.4,-0.8,-3.12,3
35,37,90,90,7.6,2.6,0.32,2
19,3,4,2,12.4,0.5,1.79,2
19,19,4,5,16.2,0.3,-0.92,2
19,1,9,5,16.2,0.3,-0.92,1
1,1,4,4,7.6,2.6,0.32,3
37,37,9,9,7.6,2.6,0.32,2
1,19,123,103,13.9,-0.3,0.79,1
3,3,1,1,16.2,0.3,-0.92,2
1,19,9,9,8.9,1.4,3.51,2
1,3,3,2,16.2,0.3,-0.92,1
5,3,5,7,12.4,0.5,1.79,2
3,2,1,1,9.4,-0.8,-3.12,1
37,19,5,7,10.8,1.4,1.74,2
19,37,9,9,10.8,1.4,1.74,2
3,19,5,5,11.1,0.6,2.02,2
19,19,4,5,10.8,1.4,1.74,2
1,19,2,9,7.6,2.6,0.32,2
37,19,9,9,12.7,3.7,-1.7,2
19,1,5,4,10.8,1.4,1.74,3
34,34,0,0,7.6,2.6,0.32,2
3,3,3,3,8.9,1.4,3.51,2
38,19,9,7,7.6,2.6,0.32,3
19,19,9,9,13.9,-0.3,0.79,2
37,37,3,3,10.8,1.4,1.74,2
3,3,3,2,16.2,0.3,-0.92,1
37,37,5,6,9.4,-0.8,-3.12,2
1,38,9,8,13.9,-0.3,0.79,2
1,1,5,5,13.9,-0.3,0.79,2
19,1,0,5,13.9,-0.3,0.79,2
3,3,2,2,15.5,2.8,-4.06,3
3,19,4,8,12.4,0.5,1.79,2
19,19,90,90,10.8,1.4,1.74,1
3,19,2,5,12.7,3.7,-1.7,3
4,1,2,10,15.5,2.8,-4.06,2
3,1,5,3,13.9,-0.3,0.79,1
19,19,9,4,16.2,0.3,-0.92,1
37,38,9,9,11.1,0.6,2.02,2
19,38,7,7,12.4,0.5,1.79,2
1,19,4,5,8.9,1.4,3.51,2
1,38,4,5,11.1,0.6,2.02,3
40,19,2,9,8.9,1.4,3.51,1
1,12,3,6,12.4,0.5,1.79,2
3,2,2,3,15.5,2.8,-4.06,2
2,2,6,6,12.4,0.5,1.79,1
37,37,9,9,12.4,0.5,1.79,2
1,1,3,3,8.9,1.4,3.51,2
1,37,7,7,12.7,3.7,-1.7,1
38,1,5,6,15.5,2.8,-4.06,2
1,19,4,8,8.9,1.4,3.51,2
3,3,1,5,11.1,0.6,2.02,2
37,37,9,9,9.4,-0.8,-3.12,2
3,3,1,2,15.5,2.8,-4.06,2
19,9,5,3,7.6,2.6,0.32,2
3,1,2,3,11.1,0.6,2.02,2
38,19,4,10,12.7,3.7,-1.7,1
38,19,9,9,11.1,0.6,2.02,2
19,37,9,7,12.4,0.5,1.79,2
1,1,4,9,12.7,3.7,-1.7,2
3,19,2,3,10.8,1.4,1.74,3
41,1,4,3,11.1,0.6,2.02,1
37,37,9,6,8.9,1.4,3.51,2
37,37,9,9,7.6,2.6,0.32,2
37,37,9,9,7.6,2.6,0.32,1
38,3,5,2,13.9,-0.3,0.79,2
19,1,5,5,11.1,0.6,2.02,2
40,38,2,9,8.9,1.4,3.51,2
3,4,2,2,9.4,-0.8,-3.12,2
12,1,4,4,7.6,2.6,0.32,2
3,3,2,2,12.7,3.7,-1.7,1
1,1,9,10,8.9,1.4,3.51,2
38,19,9,9,8.9,1.4,3.51,2
38,38,9,9,16.2,0.3,-0.92,1
1,19,9,9,12.4,0.5,1.79,1
19,1,9,4,11.1,0.6,2.02,3
1,37,7,7,8.9,1.4,3.51,2
3,3,3,3,13.9,-0.3,0.79,2
1,37,9,7,12.4,0.5,1.79,2
1,1,3,9,9.4,-0.8,-3.12,2
1,1,9,7,7.6,2.6,0.32,3
37,37,0,90,10.8,1.4,1.74,1
1,19,3,3,12.7,3.7,-1.7,2
38,37,5,7,10.8,1.4,1.74,2
37,37,9,6,12.7,3.7,-1.7,1
3,38,2,5,10.8,1.4,1.74,3
37,37,9,9,13.9,-0.3,0.79,2
38,19,0,90,7.6,2.6,0.32,1
38,38,9,6,16.2,0.3,-0.92,2
19,38,9,6,10.8,1.4,1.74,1
19,19,9,6,8.9,1.4,3.51,2
34,34,0,0,7.6,2.6,0.32,1
38,19,8,7,12.7,3.7,-1.7,2
19,37,9,9,10.8,1.4,1.74,2
19,19,5,6,15.5,2.8,-4.06,3
12,37,9,9,10.8,1.4,1.74,1
19,1,4,4,12.7,3.7,-1.7,1
19,19,171,163,11.1,0.6,2.02,2
38,1,7,7,9.4,-0.8,-3.12,2
19,19,9,7,11.1,0.6,2.02,1
1,1,4,10,16.2,0.3,-0.92,2
2,3,5,2,12.4,0.5,1.79,3
37,37,9,8,8.9,1.4,3.51,2
37,37,10,9,12.4,0.5,1.79,1
1,19,5,5,10.8,1.4,1.74,3
1,1,4,4,8.9,1.4,3.51,1
1,19,4,5,13.9,-0.3,0.79,1
19,37,9,4,7.6,2.6,0.32,3
37,37,9,9,9.4,-0.8,-3.12,1
4,2,123,112,13.9,-0.3,0.79,3
1,1,4,4,9.4,-0.8,-3.12,1
1,1,9,2,13.9,-0.3,0.79,3
1,37,4,9,9.4,-0.8,-3.12,2
12,38,4,8,12.4,0.5,1.79,1
19,38,5,5,10.8,1.4,1.74,2
19,37,3,5,12.4,0.5,1.79,2
