Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Admission grade,Target_status
39,1,9003,1,130.0,140.0,2
1,4,9500,1,118.0,110.7,2
39,1,9853,1,133.1,138.3,1
44,1,9853,39,150.0,150.0,1
17,6,9670,1,113.0,112.3,2
1,6,9853,1,136.0,122.0,2
39,1,9085,1,140.0,141.7,1
1,1,9003,1,131.0,118.4,2
1,3,9085,1,138.0,128.7,2
39,2,9670,1,100.0,100.0,3
39,1,171,1,140.0,100.8,1
39,1,9238,1,120.0,125.5,2
1,1,171,1,139.0,124.0,2
7,1,9500,3,130.0,130.0,1
39,1,8014,3,110.0,160.5,2
39,1,9853,19,133.1,100.0,1
39,1,9254,1,133.1,103.0,2
1,1,9670,1,133.1,103.0,2
1,1,9500,1,139.0,131.5,2
18,3,9070,1,134.0,121.4,1
1,1,9991,3,160.0,137.3,2
1,1,9070,1,124.0,138.4,1
17,1,9147,1,137.0,131.1,2
42,1,9500,1,157.0,100.0,2
17,4,9500,1,138.0,133.0,3
39,2,8014,1,100.0,100.0,2
39,1,9670,1,130.0,159.0,2
43,2,9238,1,133.1,120.6,2
39,1,9991,3,120.0,134.0,1
5,1,9085,1,150.0,139.4,3
16,6,9147,1,128.0,116.5,2
1,1,171,1,124.0,113.9,1
43,1,9991,3,130.0,130.0,2
1,2,9254,1,132.0,129.9,2
42,1,9853,12,133.1,133.7,1
1,3,9070,1,129.0,124.8,2
1,1,9085,1,135.0,133.6,1
17,4,9773,1,138.0,133.5,2
1,1,9070,1,135.0,128.0,2
17,6,9500,1,131.0,127.2,2
7,1,9853,3,150.0,150.0,2
42,4,9500,6,133.0,127.8,2
17,1,9070,1,135.0,125.2,2
43,2,9853,1,118.0,110.0,3
39,1,8014,19,100.0,100.0,2
17,1,171,1,158.0,151.4,2
1,2,9254,1,137.0,125.1,3
1,1,9130,1,172.0,163.3,2
18,1,9500,1,123.0,118.0,2
1,2,9773,1,144.0,140.2,1
39,1,8014,1,140.0,128.5,2
17,1,9773,1,136.0,131.5,2
17,5,9500,1,137.0,132.6,2
17,1,9238,1,128.0,122.1,2
17,1,9147,1,120.0,112.0,3
1,1,9130,1,130.0,133.0,2
39,1,8014,1,138.0,127.0,1
39,1,9500,1,148.0,130.0,3
1,2,9500,1,139.0,136.4,2
1,3,9773,1,136.0,129.0,1
17,3,9556,1,126.0,119.0,1
17,1,9147,1,135.0,128.0,2
1,4,9500,1,122.0,117.1,2
1,4,9147,1,137.0,136.3,2
17,5,9147,1,127.0,124.6,3
1,1,9130,1,137.0,130.7,1
1,4,9500,1,125.0,115.2,2
17,1,9085,1,141.0,130.2,2
1,1,9085,1,132.0,128.5,1
16,1,9500,1,133.1,95.0,2
17,1,9670,1,132.0,119.4,2
1,6,9500,1,142.0,123.5,1
1,4,9500,1,136.0,133.9,2
53,1,9085,42,150.0,145.2,2
1,1,9500,1,130.0,118.8,2
16,2,9085,1,136.0,123.4,2
17,6,9238,1,138.0,123.0,2
17,1,9130,1,131.0,118.4,2
1,1,9500,1,147.0,131.6,2
17,1,9853,1,140.0,122.3,1
1,2,171,1,152.0,151.7,2
1,1,171,1,169.0,176.0,2
1,6,9500,1,149.0,133.0,2
1,4,9773,1,137.0,139.8,3
1,4,9773,1,122.0,119.6,1
39,1,8014,1,130.0,134.0,2
17,6,9147,1,145.0,132.0,2
7,1,9853,3,130.0,130.0,1
43,1,9500,1,157.0,141.4,2
18,2,9500,1,135.0,128.9,2
5,2,9238,1,123.0,118.1,2
1,1,9085,1,139.0,130.6,2
1,1,9254,1,136.0,122.0,2
1,2,9500,1,135.0,123.0,1
1,1,9670,1,126.0,126.7,2
1,1,9773,1,122.0,126.6,2
1,1,9853,1,125.0,125.4,1
1,3,9773,1,134.0,136.1,1
17,5,9500,1,130.0,128.8,3
17,4,9670,1,110.0,111.1,2
1,1,9070,1,131.0,135.9,2
5,5,9254,1,122.0,119.6,2
17,2,9853,1,123.0,116.7,2
1,1,9085,1,146.0,126.0,3
1,4,9773,1,137.0,134.2,1
1,1,9147,1,130.0,123.0,2
1,2,9085,1,127.0,123.9,2
39,1,9556,1,160.0,120.0,1
42,1,9147,1,139.0,112.3,3
16,1,9085,1,138.0,123.0,2
17,1,9085,1,137.0,122.3,1
17,1,9238,1,127.0,122.8,2
7,1,9130,3,160.0,160.0,1
17,2,9773,1,132.0,120.1,2
1,1,8014,1,126.0,142.4,1
1,4,9500,1,133.0,127.3,2
1,3,9500,1,140.0,125.5,2
1,2,9773,1,130.0,137.4,3
17,2,9254,1,129.0,122.0,1
17,3,9670,1,110.0,107.5,1
39,1,9773,19,133.1,104.0,2
17,2,9238,1,132.0,133.1,2
17,2,9254,1,115.0,113.3,1
44,1,9070,39,130.0,130.0,2
1,3,9500,1,140.0,124.3,3
39,1,9556,1,140.0,105.0,2
39,1,9085,12,133.1,144.0,1
1,3,9670,1,121.0,111.9,3
39,1,8014,38,133.1,107.5,1
44,1,9238,39,130.0,127.4,1
39,1,9119,1,130.0,149.0,3
2,1,9147,2,120.0,120.0,1
1,1,9670,1,132.0,143.6,3
39,1,9670,1,100.0,120.0,1
43,1,9119,1,130.0,128.0,3
1,1,9670,1,129.0,118.2,2
44,1,9085,39,160.0,160.0,1
39,1,9991,1,120.0,152.4,2
1,6,9500,1,122.0,116.6,2
18,1,9070,1,143.0,141.6,2
1,1,9130,1,110.0,105.5,1
1,1,9070,1,124.0,116.3,2
7,1,9147,3,110.0,110.0,3
43,1,9991,1,130.0,119.5,2
1,6,9147,1,139.0,125.0,2
39,1,9500,3,140.0,160.0,2
39,1,9991,1,150.0,150.0,1
1,1,9238,1,123.0,115.0,2
17,1,9853,1,128.0,128.4,3
1,1,8014,1,100.0,112.8,2
43,1,9500,1,148.0,131.0,2
17,2,9254,1,130.0,121.6,1
1,4,9238,1,118.0,110.0,2
39,1,8014,1,120.0,148.5,2
17,4,9773,1,119.0,118.3,1
1,1,9238,1,138.0,135.9,3
17,1,8014,1,127.0,115.8,1
1,1,9500,1,134.0,121.2,2
17,4,9147,1,133.0,136.2,2
39,1,9670,1,133.1,100.2,1
1,1,171,1,180.0,152.7,1
17,4,9238,1,129.0,123.1,2
39,1,9085,1,120.0,130.0,1
1,6,9500,1,141.0,125.0,2
1,1,9500,1,118.0,113.1,2
1,5,9773,1,127.0,121.1,3
1,1,9147,1,177.0,162.3,2
42,1,171,1,132.0,132.0,1
17,4,9500,1,133.0,130.7,2
17,4,9254,1,124.0,122.3,1
1,1,9670,1,143.0,144.1,3
1,1,9773,1,128.0,118.2,2
1,1,9238,1,138.0,133.5,2
1,5,9500,1,144.0,126.8,1
1,4,9773,1,122.0,121.0,2
17,1,9254,1,111.0,117.7,2
1,1,9085,1,133.1,115.0,3
1,1,9991,2,120.0,129.2,1
1,1,9556,1,135.0,125.8,2
17,5,9670,1,125.0,118.4,3
1,1,9500,1,147.0,142.0,2
17,3,9500,1,137.0,126.7,2
43,1,9238,1,117.0,109.3,2
17,1,9238,1,126.0,116.9,3
18,1,9147,1,128.0,121.7,2
1,6,9147,1,115.0,117.1,2
1,1,9773,1,121.0,114.4,2
17,1,9238,1,134.0,133.0,2
1,3,9500,1,126.0,118.8,2
1,1,9130,1,151.0,151.0,2
1,6,9500,1,122.0,119.6,3
17,1,9500,1,141.0,135.4,3
1,1,171,1,138.0,149.9,2
1,1,9085,1,133.0,120.1,2
39,1,9085,3,150.0,173.3,2
1,1,9773,1,136.0,126.2,2
1,1,9853,1,129.0,126.9,3
39,1,9085,1,128.0,157.4,2
17,2,9147,1,131.0,120.2,2
1,1,9147,1,130.0,124.8,1
17,1,9500,1,150.0,130.3,2
1,1,9238,1,165.0,152.4,2
43,1,9991,1,133.1,113.5,2
1,1,9238,1,126.0,125.7,2
1,5,9500,1,101.0,102.4,3
17,3,9147,1,125.0,125.7,3
39,1,9670,1,100.0,120.0,2
1,1,9130,1,117.0,109.3,3
1,1,171,1,159.0,162.2,1
17,1,9773,1,177.0,155.7,2
1,1,171,1,156.0,147.7,2
1,5,9500,1,125.0,115.6,3
1,2,9147,1,130.0,117.8,3
43,1,9003,1,125.0,125.0,2
1,1,9147,1,127.0,129.8,1
17,1,9254,1,121.0,123.1,3
43,1,9070,1,135.0,122.8,3
1,2,171,1,125.0,117.3,2
1,1,9254,1,138.0,126.5,2
1,4,9500,1,136.0,123.0,2
1,1,9238,1,142.0,127.7,2
1,1,9085,1,129.0,117.5,2
1,1,9085,1,134.0,128.4,2
17,2,9853,1,123.0,124.1,1
39,1,9991,1,150.0,140.9,1
1,1,9254,1,129.0,126.2,1
1,3,9500,1,134.0,120.5,2
17,1,9147,1,127.0,121.1,2
18,2,9853,1,123.0,123.7,1
17,3,9254,1,127.0,116.9,1
39,1,9556,1,133.1,100.0,2
17,5,9238,1,131.0,120.2,3
39,1,33,1,120.0,153.8,1
1,4,9500,1,133.0,120.1,2
1,1,9670,1,133.0,128.1,1
1,1,9500,1,143.0,126.8,2
43,1,9500,1,140.0,125.7,3
17,1,9070,1,157.0,146.2,2
39,1,9130,19,133.1,140.0,1
43,1,8014,1,145.0,134.5,2
39,1,9119,1,130.0,137.0,3
1,1,9085,1,111.0,107.5,2
17,2,9119,1,116.0,112.2,1
39,1,9130,10,133.1,128.2,1
1,1,9500,1,135.0,126.8,1
17,1,9147,1,145.0,132.1,1
1,1,171,1,118.0,110.0,1
39,1,9003,1,130.0,100.0,1
1,1,9670,1,115.0,114.3,1
1,2,9147,1,122.0,116.4,3
42,1,9070,1,120.0,116.9,1
51,1,9991,1,120.0,128.2,3
17,2,9773,1,120.0,127.0,1
42,1,9003,1,140.0,140.0,3
1,6,9147,1,127.0,120.0,2
7,1,9254,3,110.0,110.0,1
1,1,9500,1,148.0,127.0,2
39,1,9238,42,170.0,159.5,1
1,1,9773,1,146.0,135.2,2
1,1,9773,1,127.0,122.8,3
17,1,9773,1,125.0,118.0,1
17,5,9773,1,139.0,123.6,1
39,1,9991,1,133.1,111.0,1
1,1,9147,1,146.0,144.6,2
1,1,9773,1,109.0,111.8,1
1,1,9238,1,135.0,122.1,1
18,2,9070,1,122.0,119.9,2
7,1,9003,3,130.0,130.0,2
1,1,171,1,124.0,118.4,3
1,1,9254,1,115.0,112.6,2
44,1,9003,39,150.0,150.0,1
1,4,9070,1,170.0,165.8,2
1,6,9254,1,102.0,101.7,2
17,2,9254,1,140.0,124.3,1
1,5,9119,1,135.0,122.1,2
43,1,8014,1,148.0,134.7,3
39,1,9991,1,140.0,154.5,1
17,3,9670,1,147.0,128.8,1
39,1,9556,1,140.0,106.0,1
1,1,9670,1,157.0,146.2,2
17,1,9991,1,120.0,116.9,1
39,1,9147,12,133.1,118.2,1
43,1,9500,1,140.0,105.7,2
1,1,9085,1,130.0,126.9,2
44,1,9085,39,150.0,150.0,3
1,2,9500,1,115.0,108.4,2
1,6,9500,1,118.0,114.2,2
39,1,9500,1,130.0,140.0,2
39,1,9147,1,130.0,142.5,3
1,2,9773,1,130.0,126.5,2
17,3,9085,1,120.0,111.3,1
1,2,9500,1,130.0,125.1,2
1,2,9500,1,141.0,126.3,2
17,1,9085,1,138.0,142.2,2
1,1,9670,1,113.0,110.2,3
17,4,9500,1,135.0,127.0,2
1,1,9238,1,137.0,128.6,2
39,1,9991,1,133.1,130.4,3
43,1,9238,12,100.0,134.4,2
39,1,8014,19,133.1,100.0,1
1,1,9500,1,142.0,133.0,2
17,3,9853,1,140.0,126.7,1
43,1,9773,1,129.0,129.0,1
17,1,9773,1,141.0,133.7,2
17,5,9085,1,118.0,122.2,2
17,5,9147,1,131.0,128.9,2
1,3,9070,1,161.0,154.4,2
7,1,9556,2,130.0,130.0,1
17,4,9147,1,121.0,113.0,2
43,1,9130,6,133.1,123.3,1
44,1,9130,39,130.0,130.0,1
15,1,9085,1,133.1,101.3,2
17,6,9670,1,120.0,113.7,2
1,2,9500,1,140.0,138.8,2
39,1,9003,19,133.1,140.0,2
44,1,9147,39,130.0,130.0,2
17,2,9500,1,140.0,132.5,2
1,1,9085,1,124.0,117.4,2
1,3,9147,1,115.0,109.8,2
39,1,8014,1,100.0,116.5,1
1,2,9085,1,162.0,165.2,2
1,1,9853,1,121.0,113.0,1
17,1,9238,1,125.0,123.3,2
17,2,9670,1,123.0,116.7,2
39,1,9991,39,140.0,110.0,3
39,1,9500,1,133.1,118.9,1
43,2,9773,1,120.0,103.6,1
1,1,9254,1,136.0,122.7,1
39,1,8014,1,133.1,113.5,2
42,1,9147,1,110.0,128.2,2
43,1,9500,1,120.0,120.0,3
39,1,9003,19,133.1,130.0,1
7,1,9147,40,110.0,110.0,2
51,1,33,1,130.0,117.7,1
1,1,9147,1,102.0,99.6,2
43,3,9147,1,127.0,117.9,1
39,1,8014,1,133.1,113.0,2
17,2,9556,1,137.0,124.4,2
7,1,8014,3,130.0,140.0,1
53,1,9147,42,130.0,132.4,3
1,4,9254,1,131.0,124.0,2
39,1,9991,1,162.0,132.0,3
43,1,9991,1,140.0,149.8,2
7,1,9556,43,160.0,160.0,1
17,6,9670,1,117.0,114.6,1
39,1,9991,1,150.0,120.0,2
39,1,9003,19,133.1,100.0,2
1,1,9238,1,125.0,128.5,1
39,1,9003,1,130.0,113.0,1
1,1,9238,1,170.0,150.8,1
17,3,9500,1,132.0,130.8,3
43,1,9500,1,133.1,114.5,3
17,2,8014,1,120.0,114.8,2
17,2,9500,1,126.0,126.2,3
39,1,9500,1,130.0,129.0,1
17,1,9238,1,133.1,110.5,2
1,5,9500,1,141.0,132.5,1
1,1,171,1,138.0,130.7,1
17,1,9500,1,130.0,130.4,2
17,1,9500,1,128.0,124.3,2
1,4,9085,1,135.0,132.6,2
44,1,8014,39,150.0,146.7,2
1,3,9773,1,135.0,130.1,2
43,1,9254,3,120.0,120.0,2
7,1,8014,3,120.0,121.3,2
1,6,9500,1,140.0,133.3,2
39,1,9500,1,140.0,110.5,1
39,1,8014,1,140.0,102.5,2
1,2,9085,1,156.0,150.9,1
51,1,9070,12,133.1,106.6,3
1,1,9254,1,120.0,118.3,3
43,1,9991,1,100.0,117.9,1
1,1,9991,1,120.0,135.0,2
7,1,9119,3,120.0,120.0,1
1,1,171,1,172.0,167.1,2
43,1,9991,1,120.0,115.8,1
16,2,9070,1,137.0,141.2,2
1,1,9773,1,117.0,118.4,2
1,6,9147,1,142.0,134.3,1
17,4,9147,1,135.0,128.7,1
17,3,9119,1,115.0,116.1,1
39,1,171,1,110.0,100.0,1
1,1,171,1,123.0,118.8,3
43,1,9991,1,140.0,130.0,2
39,1,9130,39,150.0,150.0,1
39,1,9119,1,120.0,116.0,3
17,1,9147,1,110.0,99.0,3
1,1,9238,1,133.0,132.0,2
43,1,9254,1,110.0,125.0,1
17,1,9119,1,126.0,116.2,1
39,2,9670,19,133.1,100.0,1
1,6,9773,1,136.0,132.9,2
17,4,9773,1,129.0,132.5,3
44,1,9003,39,140.0,140.0,1
43,1,9670,1,160.0,100.1,1
39,1,9085,1,133.1,128.2,1
17,1,9670,1,140.0,133.4,3
1,3,9773,1,142.0,136.1,1
17,1,9670,1,138.0,123.0,3
1,1,9070,1,131.0,130.3,2
1,1,9119,1,160.0,153.7,3
39,1,9085,1,110.0,142.5,1
1,1,9254,1,124.0,114.6,1
39,1,9500,1,120.0,108.5,1
39,1,9147,12,133.1,140.0,1
39,1,9003,1,133.1,120.0,2
51,1,9670,19,133.1,120.0,1
1,1,8014,1,123.0,127.6,3
44,1,9003,39,140.0,140.0,1
39,1,9119,1,138.7,111.3,1
1,1,9773,1,131.0,131.0,2
1,1,9500,1,149.0,139.5,2
39,2,9003,19,133.1,110.0,1
44,1,9119,39,130.0,130.0,3
43,1,9003,1,120.0,115.0,1
39,1,9500,1,133.1,154.3,1
1,1,9147,1,143.0,135.0,3
17,4,9670,1,126.0,115.2,1
1,1,9773,1,125.0,130.6,2
1,4,9147,1,123.0,117.4,2
7,1,9147,2,150.0,150.0,1
17,3,9853,1,132.0,131.3,1
1,1,9238,1,133.0,120.4,1
1,1,9991,1,122.0,113.6,3
1,4,9500,1,137.0,125.0,2
1,6,9500,1,145.0,132.3,3
17,1,9254,1,150.0,142.7,1
7,1,9147,3,130.0,130.0,1
1,6,9500,1,136.0,120.8,2
17,2,9254,1,131.0,130.3,2
17,1,9147,1,130.0,119.9,2
1,1,9238,1,108.0,110.5,2
44,1,9003,39,160.0,160.0,2
17,1,9085,1,113.0,118.6,2
1,1,9853,1,113.0,112.3,2
1,1,9147,1,137.0,124.4,3
1,4,9500,1,148.0,125.0,2
39,1,9500,1,130.0,105.8,1
26,1,9147,2,133.1,121.5,1
17,1,9238,1,138.0,134.2,2
7,1,9147,3,130.0,130.0,1
1,1,9085,1,127.0,122.8,3
1,1,9238,1,115.0,108.7,2
1,2,9500,1,147.0,136.7,2
17,1,9085,1,132.0,119.1,2
1,4,171,1,146.0,151.3,2
43,1,9238,1,109.0,108.3,3
17,1,9853,1,133.0,127.4,2
42,1,9500,1,124.0,124.0,2
1,1,9070,1,133.1,155.0,2
1,1,9147,1,121.0,114.0,2
1,2,9147,1,129.0,118.9,3
53,1,9085,42,160.0,160.0,2
43,1,9147,1,131.0,126.1,3
1,1,9500,1,150.0,136.5,2
1,5,9500,1,130.0,122.3,2
17,1,9070,1,133.1,128.0,2
1,1,9238,1,154.0,156.5,2
1,1,9670,1,126.0,125.7,3
1,1,9773,1,150.0,143.0,2
17,5,9500,1,141.0,131.9,2
43,1,9991,1,134.0,113.7,3
17,2,171,1,146.0,155.1,2
16,3,9853,1,134.0,121.1,3
1,3,9500,1,139.0,130.3,2
1,6,9500,1,136.0,123.3,1
1,5,9773,1,110.0,117.4,2
5,1,9670,1,135.0,140.3,3
17,4,9500,1,129.0,120.0,2
17,1,9147,1,139.0,133.4,3
1,4,9500,1,137.0,126.7,1
17,3,9500,1,138.0,129.3,2
17,6,9500,1,136.0,125.7,3
1,1,9773,1,143.0,144.8,3
1,1,9254,1,133.1,98.6,1
1,1,9853,1,136.0,126.9,2
17,1,9238,1,139.0,146.7,2
1,1,9500,1,125.0,117.0,2
44,1,9085,39,130.0,130.0,1
17,1,9238,1,137.0,125.8,1
39,1,9991,3,130.0,160.0,1
1,1,9085,1,130.0,134.2,1
43,2,9147,1,160.0,96.0,1
18,1,9147,1,100.0,101.8,3
1,1,9238,1,136.0,125.2,2
43,1,8014,1,117.0,100.0,1
7,1,9147,3,140.0,140.0,1
51,1,9070,1,132.0,120.0,2
1,3,9500,1,147.0,134.3,2
1,1,9773,1,158.0,144.7,2
17,6,9500,1,142.0,131.9,1
1,1,9773,1,143.0,136.7,1
1,2,9070,1,135.0,129.8,2
1,1,9773,1,160.0,146.5,2
43,1,9991,1,120.0,122.5,3
39,2,9556,19,133.1,117.8,2
17,2,9556,1,133.1,106.0,1
17,1,9556,1,133.0,119.0,3
1,1,9670,1,120.0,115.1,3
17,4,9254,1,106.0,116.9,2
1,2,9773,1,148.0,141.7,2
1,2,9070,1,134.0,127.7,1
1,5,9500,1,130.0,122.1,2
16,1,9085,1,150.0,153.5,1
1,1,171,1,141.0,141.4,2
1,1,9773,1,140.0,135.8,2
1,2,9500,1,138.0,127.5,2
39,1,9991,1,130.0,151.6,3
39,1,9500,1,133.1,121.4,3
42,1,9500,1,133.0,100.0,2
1,6,9500,1,150.0,131.5,2
17,1,9147,1,117.0,109.3,1
1,1,9238,1,145.0,127.9,2
7,1,9238,3,140.0,140.0,2
44,1,9003,39,160.0,160.0,2
17,1,9238,1,125.0,119.8,2
43,4,9991,12,133.1,153.0,1
1,2,9500,1,139.0,125.0,2
43,1,9500,1,130.0,103.7,3
7,1,9085,3,120.0,120.0,1
1,1,9853,1,160.0,146.0,3
17,3,9070,1,120.0,116.9,2
39,1,9147,1,130.0,117.9,1
1,1,9147,1,124.0,128.6,3
17,1,9853,1,150.0,135.0,2
1,1,9991,1,140.0,124.6,3
1,5,9500,1,135.0,124.0,3
1,6,9500,1,143.0,129.5,2
39,1,8014,19,100.0,111.3,2
39,1,8014,19,133.1,95.0,1
1,1,9147,1,133.1,131.8,1
1,5,9119,1,132.0,119.1,1
17,1,9085,1,131.0,125.4,2
16,1,9003,1,147.0,140.7,2
43,1,9991,1,141.0,131.9,1
39,1,9238,1,160.0,124.0,3
1,1,9254,1,135.0,139.2,2
1,1,9500,1,133.0,121.8,2
17,1,171,1,142.0,132.9,2
44,1,9003,39,130.0,130.0,1
39,1,9500,1,133.1,130.1,1
39,1,9500,1,133.1,124.5,1
39,1,9670,1,130.0,162.3,1
1,2,9500,1,149.0,137.8,2
1,1,9670,1,130.0,119.5,1
39,1,9130,1,150.0,110.0,1
1,1,9238,1,106.0,105.0,2
1,1,171,1,162.0,142.8,1
43,3,9991,1,120.0,128.2,1
39,1,9991,19,133.1,120.0,1
7,1,9119,3,130.0,130.0,1
17,2,9670,1,128.0,121.7,2
1,1,9003,1,124.0,116.0,2
39,1,9991,1,133.1,133.2,1
43,1,9991,1,114.0,116.7,1
1,2,9773,1,140.0,126.4,2
39,1,9003,1,160.0,140.0,3
1,1,9147,1,122.0,120.3,1
39,1,9070,1,140.0,118.0,1
15,1,9670,1,160.0,149.5,2
44,1,9003,39,130.0,130.0,2
1,1,9670,1,141.0,126.3,2
17,3,9147,1,127.0,116.2,1
17,1,9254,1,126.0,126.0,1
1,1,9670,1,131.0,122.3,2
1,1,9147,1,130.0,119.5,3
44,1,9070,39,130.0,131.8,2
17,6,9500,1,140.0,130.7,1
44,1,9130,39,140.0,140.0,3
1,1,171,1,140.0,129.5,1
39,1,9670,19,133.1,130.0,1
39,1,9670,1,120.0,114.0,1
43,1,9773,1,121.0,121.0,3
17,1,171,1,123.0,116.4,1
1,1,9119,1,136.0,121.7,1
42,1,9254,1,136.0,130.0,1
43,1,9991,1,120.0,120.0,1
43,1,9991,4,160.0,125.0,2
17,1,171,1,125.0,134.1,1
1,1,9670,1,146.0,149.5,2
43,4,9670,1,117.0,113.2,3
39,1,9991,1,150.0,146.0,3
44,1,9003,39,140.0,140.0,2
39,1,9003,1,111.0,162.4,1
43,1,9500,1,120.0,136.6,1
18,3,9119,1,111.0,111.0,1
1,1,9500,1,118.0,115.7,3
1,3,9670,1,106.0,105.7,2
42,1,9003,39,120.0,128.2,3
1,1,9147,1,151.0,137.0,2
39,1,9254,19,133.1,120.0,1
39,1,9991,1,120.0,120.5,1
51,1,9991,39,120.0,118.1,1
39,1,9991,1,110.0,139.0,1
39,2,9147,19,133.1,116.3,1
17,5,9254,1,118.0,120.5,1
1,1,9070,1,139.0,134.9,2
17,1,9119,1,130.0,123.0,1
17,1,9670,1,132.0,122.9,1
39,1,9991,1,100.0,140.0,3
17,1,9085,1,120.0,122.5,3
39,1,9991,12,133.1,121.5,3
17,3,9500,1,156.0,132.3,2
17,4,9500,1,143.0,131.5,2
43,1,9130,9,133.1,128.2,1
39,1,9670,1,140.0,148.0,1
1,1,9500,1,127.0,121.5,2
1,1,9500,1,135.0,135.4,3
39,1,9238,19,133.1,139.0,1
43,1,9147,1,120.0,113.4,1
44,1,9119,39,150.0,150.0,1
17,1,9670,1,123.0,122.0,3
44,1,9085,39,150.0,150.0,2
39,1,9254,12,133.1,119.3,3
39,1,9003,1,130.0,140.0,1
1,4,9070,1,140.0,125.0,3
1,1,9670,1,141.0,140.7,2
39,1,9500,19,133.1,100.0,3
17,5,9773,1,146.0,146.7,2
39,1,9130,19,133.1,96.0,1
44,1,9119,39,160.0,160.0,1
44,1,9119,39,130.0,130.0,1
39,1,9991,1,160.0,130.0,1
43,1,9070,2,140.0,140.0,2
1,6,9119,1,126.0,116.6,2
17,5,9119,1,118.0,120.5,2
39,1,9085,19,133.1,103.0,1
17,2,9070,1,121.0,111.9,2
17,1,9119,1,148.0,148.7,2
43,1,9991,12,133.1,120.0,1
1,2,9119,1,140.0,125.7,3
1,1,9254,1,132.0,120.1,2
1,1,9130,1,140.0,127.8,2
17,3,9147,1,112.0,106.4,2
42,1,9500,1,100.0,100.0,1
17,4,9085,1,126.0,123.9,1
1,1,9670,1,150.0,139.5,2
44,1,9003,39,150.0,150.0,2
1,1,9556,1,144.0,139.8,2
39,1,9991,1,133.1,154.4,1
17,6,9147,1,120.0,115.5,3
39,1,8014,1,133.1,119.0,2
39,1,33,1,133.1,96.1,1
7,1,171,3,130.0,130.0,1
43,1,9070,1,133.0,128.8,2
18,1,9773,1,124.0,126.8,2
7,1,9991,40,130.0,130.0,1
1,3,9147,1,124.0,116.7,3
17,3,9500,1,132.0,125.5,3
7,1,9670,3,110.0,110.0,1
1,3,9773,1,127.0,133.7,1
1,1,9130,1,130.0,117.6,3
44,1,9003,39,140.0,140.0,1
44,1,9003,39,150.0,150.0,3
16,2,9238,1,133.0,133.7,2
16,4,9773,1,109.0,137.0,2
43,1,9147,1,133.1,128.2,1
18,4,171,1,133.0,129.2,1
17,3,9773,1,134.0,129.5,2
1,4,9773,1,125.0,129.6,2
17,3,9119,1,135.0,121.7,3
17,2,9773,1,132.0,141.8,2
1,3,9773,1,135.0,129.8,2
44,1,9070,39,100.0,106.0,1
43,1,171,1,144.0,121.6,3
17,1,9119,1,125.0,121.5,1
1,1,171,1,133.1,117.0,3
44,1,9119,39,130.0,130.0,3
17,1,9670,1,117.0,117.7,2
44,1,9085,39,140.0,140.0,1
1,1,9119,1,132.0,133.1,1
15,1,9119,1,133.1,100.0,3
17,1,9670,1,132.0,119.1,1
1,1,9119,1,148.0,129.8,3
1,1,9238,1,133.0,131.3,1
17,5,9773,1,143.0,136.7,2
17,1,9238,1,143.0,126.2,2
15,1,9085,1,133.1,109.6,1
1,1,9500,1,141.0,131.9,2
1,2,9238,1,140.0,140.7,2
18,6,8014,1,134.0,120.7,1
1,2,9147,1,118.0,113.8,2
1,1,9238,1,135.0,121.0,3
17,1,8014,1,119.0,112.4,1
1,6,9773,1,145.0,131.0,3
1,1,171,1,143.0,142.7,1
1,1,9670,1,123.0,125.5,2
1,3,9500,1,108.0,107.8,2
1,3,9773,1,117.0,110.4,1
44,1,9238,39,140.0,136.1,3
39,1,9254,1,170.0,138.3,2
1,2,9085,1,157.0,142.3,2
42,1,9500,6,141.0,145.0,2
1,1,9773,1,125.0,125.7,2
39,1,9853,19,133.1,108.0,3
1,4,9500,1,143.0,128.7,2
1,1,9670,1,142.0,128.0,2
1,3,9773,1,150.0,146.5,2
1,2,9254,1,112.0,106.1,1
17,2,8014,1,133.1,118.0,2
17,1,9085,1,125.0,117.0,2
1,3,9238,1,121.0,115.4,2
17,3,9238,1,133.1,117.0,2
39,1,9085,1,133.1,144.9,3
17,1,9238,1,135.0,127.0,1
1,4,9500,1,132.0,118.0,2
39,1,9853,19,133.1,118.0,1
43,1,9070,1,135.0,126.4,2
43,1,9670,39,110.0,110.0,3
17,1,9556,1,133.0,124.4,2
44,1,9085,39,140.0,140.0,3
1,1,9773,1,135.0,129.4,2
44,1,9238,39,140.0,141.7,2
1,2,9085,1,144.0,132.1,2
1,5,9500,1,122.0,116.8,2
1,1,9991,1,143.0,135.0,2
44,1,9085,39,150.0,150.0,3
1,3,9238,1,124.0,116.0,1
1,1,9773,1,156.0,155.0,2
1,1,9085,1,142.0,127.0,2
17,1,9500,1,142.0,130.8,2
1,6,9500,1,126.0,121.8,1
39,1,9003,19,133.1,140.0,3
42,1,9070,1,170.0,148.5,1
42,1,9147,1,130.0,109.8,1
1,1,9238,1,133.0,119.7,2
42,1,9500,1,122.0,122.0,2
1,1,171,1,138.0,147.5,2
17,1,9085,1,163.0,150.8,2
44,1,9085,39,150.0,150.0,2
39,1,8014,19,133.1,131.5,2
1,1,9070,1,144.0,127.2,2
17,1,9070,1,118.0,111.0,2
43,5,9238,1,101.0,119.9,2
1,2,9773,1,133.0,133.7,1
17,1,9670,1,133.1,140.0,2
